index	table_id	annotator_id	premise	hypothesis	label
211	T34	GW3	John Paul Getty III was Died on February 5, 2011 (2011-02-05)  (aged 54)  Wormsley Park, Buckinghamshire, England. 	John Paul Getty III was really kidnapped many times.	1
212	T34	GW3	John Paul Getty III was Died on February 5, 2011 (2011-02-05)  (aged 54)  Wormsley Park, Buckinghamshire, England. 	John Paul Getty III died on February 5, 2011 (aged 54)	2
213	T1909	GW0	The Born of Sir Hiram Stevens Maxim are 5 February 1840  Sangerville, Maine, United States. 	Sir Hiram Stevens Maxim was born in the northeast part on the United States.	0
214	T1909	GW0	The Known for of Sir Hiram Stevens Maxim are Inventor of Maxim gun, and Claimed inventor of lightbulb. 	Sir Hiram Stevens Maxim is credited with inventing the light bulb by some people.	1
215	T1909	GW0	The Spouse(s) of Sir Hiram Stevens Maxim are Jane Budden (1867-1881?), and Sarah Haynes (1881-1916, his death). 	Sir Hiram Stevens Maxim married Jane Budden after Sarah Haynes.	2
216	T1909	GW14	The Born of Sir Hiram Stevens Maxim are 5 February 1840  Sangerville, Maine, United States. 	Sir Hiram Stevens Maxim had 2 daughters and 1 son.	0
217	T1909	GW14	The Occupation of Sir Hiram Stevens Maxim are Inventor. 	Sir Hiram Stevens Maxim's brother was born in Maine.	1
218	T1909	GW14	The Occupation of Sir Hiram Stevens Maxim are Inventor. 	Sir Hiram Stevens Maxim was born in the springtime.	2
219	T1909	GW1	The Died of Sir Hiram Stevens Maxim are 24 November 1916 (aged 76)  Streatham, London, United Kingdom. 	Sir Hiram Stevens Maxim died in the Spring of 1916.	0
220	T1909	GW1	The Occupation of Sir Hiram Stevens Maxim are Inventor. 	Sir Hiram Stevens Maxim really did invent the lightbulb.	1
221	T1909	GW1	The Occupation of Sir Hiram Stevens Maxim are Inventor. 	Sir Hiram Stevens Maxim never lived in Europe.	2
222	T36	GW1	The Years active of Joe Budden are 1999 - present. 	Joe Budden has been active for 20 years or more.	0
223	T36	GW1	The Labels of Joe Budden are Mood Muzik , EMPIRE (current) , Desert Storm , Def Jam , Amalgam Digital , and E1 (former). 	Joe Budden prefers the Def Jam label over the Desert Storm one.	1
224	T36	GW1	Joe Budden was Born on August 31, 1980 ( 1980-08-31 )  (age 38)  New York, New York. 	Joe Budden was born in the Spring of 1980.	2
225	T36	GW3	Joe Budden was Born on August 31, 1980 ( 1980-08-31 )  (age 38)  New York, New York. 	Joe Budden was born in New York	0
226	T36	GW3	Joe Budden was Born on August 31, 1980 ( 1980-08-31 )  (age 38)  New York, New York. 	Joe Budden lives in New York	1
227	T36	GW3	Joe Budden was Born on August 31, 1980 ( 1980-08-31 )  (age 38)  New York, New York. 	Joe Budden was born in New Jersey	2
228	T36	GW4	Joe Budden was Born on August 31, 1980 ( 1980-08-31 )  (age 38)  New York, New York. 	Joe Budden was born in the summer of 1980.	0
229	T36	GW4	The Years active of Joe Budden are 1999 - present. 	Joe Budden spent the majority of their life rapping.	1
230	T36	GW4	Joe Budden was Born on August 31, 1980 ( 1980-08-31 )  (age 38)  New York, New York. 	Joe Budden was born in the western United States.	2
231	T37	GW0	Chris Cornell was Died on May 18, 2017 (2017-05-18)  (aged 52)  Detroit, Michigan, U.S.. 	Chris Cornell died in the United States.	0
232	T37	GW0	Chris Cornell was Died on May 18, 2017 (2017-05-18)  (aged 52)  Detroit, Michigan, U.S.. 	Chris Cornell was the drummer for Soundgarden.	1
233	T37	GW0	The Years active of Chris Cornell are 1984 - 2017. 	Chris Cornell was active for less than thirty years.	2
234	T37	GW4	Chris Cornell was Born on July 20, 1964 ( 1964-07-20 ) Seattle, Washington, U.S.. 	Chris Cornell was born on the west coast of the US.	0
235	T37	GW4	The Children of Chris Cornell are 3. 	Chris Cornell had 3 children between two wives.	1
236	T37	GW4	Chris Cornell was Born on July 20, 1964 ( 1964-07-20 ) Seattle, Washington, U.S.. 	Chris Cornell was known for playing pop music.	2
237	T37	GW3	Chris Cornell was Born on July 20, 1964 ( 1964-07-20 ) Seattle, Washington, U.S.. 	Chris Cornell was a US citizen.	0
238	T37	GW3	Chris Cornell was Born on July 20, 1964 ( 1964-07-20 ) Seattle, Washington, U.S.. 	Chris Cornell was mentally ill.	1
239	T37	GW3	Chris Cornell was Died on May 18, 2017 (2017-05-18)  (aged 52)  Detroit, Michigan, U.S.. 	Chris Cornell died from a heart attack.	2
240	T38	GW4	The Skill(s) required of Chess are Strategy , and tactics. 	Chess was created in 500-600 AD.	0
241	T38	GW4	The Genre(s) of Chess are Board game , Abstract strategy game , and Mind sport. 	A game of chess can take half a day to play.	1
242	T38	GW4	The Players of Chess are 2. 	Chess is played with four people.	2
243	T38	GW0	The Genre(s) of Chess are Board game , Abstract strategy game , and Mind sport. 	The game of chess requires more than one player.	0
244	T38	GW0	The Playing time of Chess are Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more.. 	Tournament games of chess average two hours.	1
245	T38	GW0	The Years active of Chess are c.  6th-century to present. 	Chess was invented in the eighteenth century.	2
246	T38	GW9	The Years active of Chess are c.  6th-century to present. 	Chess was invented well before the year 1000CE.	0
247	T38	GW9	The Players of Chess are 2. 	Chess games last, on average, 30 minutes.	1
248	T38	GW9	The Genre(s) of Chess are Board game , Abstract strategy game , and Mind sport. 	Chess is a game with little mental involvement.	2
249	T39	GW1	The Children of Ernesto Zedillo (GColIH) are 5. 	Ernesto Zedillo went to more than one school for college.	0
250	T39	GW1	Ernesto Zedillo (GColIH) was Born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico. 	Ernesto Zedillo was forced to leave Mexico and go to the US.	1
251	T39	GW1	Ernesto Zedillo (GColIH) was Born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico. 	Ernesto Zedillo was born in the Spring of 1951.	2
252	T39	GW3	The Political party of Ernesto Zedillo (GColIH) are Institutional Revolutionary. 	Ernesto Zedillo is a Mexican politician who is affiliated with the Institutional Revolutionary party	0
253	T39	GW3	The Residence of Ernesto Zedillo (GColIH) are New Haven, Connecticut, United States. 	Ernesto Zedillo has permanently moved to the United States	1
254	T39	GW3	Ernesto Zedillo (GColIH) was Born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico. 	Ernesto Zedillo was born in the peak summer of 1951	2
255	T39	GW2	The Children of Ernesto Zedillo (GColIH) are 5. 	Ernesto Zedillo speaks at least 2 languages	0
256	T39	GW2	The Children of Ernesto Zedillo (GColIH) are 5. 	Ernesto Zedillo has 2 sons and 3 daughters.	1
257	T39	GW2	The Alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , and Yale University. 	Ernesto Zedillo attended a university in California.	2
258	T41	GW3	The Occupation of Kaitlin Olson are Actressc, and comedian. 	Kaitlin Olson is a female Californian comedian.	0
259	T41	GW3	Kaitlin Olson was Born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S.. 	Kaitlin Olson has won a best comedian award.	1
260	T41	GW3	The Height of Kaitlin Olson are 5 ft 8 in (1.73 m). 	Kaitlin Olson retired in 2010.	2
261	T41	GW1	Kaitlin Olson was Born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S.. 	Kaitlin Olson was born in the Spring of 1975.	0
262	T41	GW1	The Occupation of Kaitlin Olson are Actressc, and comedian. 	Kaitlin Olson will have another child.	1
263	T41	GW1	The Years active of Kaitlin Olson are 2000 - present. 	Kaitlin Olson has been acting or performing comedy for over 20 years.	2
264	T41	GW4	Kaitlin Olson was Born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S.. 	Kaitlin Olson started acting before 2005.	0
265	T41	GW4	The Height of Kaitlin Olson are 5 ft 8 in (1.73 m). 	Kaitlin Olson did stand up comedy in the past.	1
266	T41	GW4	Kaitlin Olson was Born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S.. 	Kaitlin Olson has been married for over twenty years.	2
267	T42	GW2	The Length of Everybody are 70 : 56. 	The album Everybody is more than an hour long.	0
268	T42	GW2	Everybody was Released on May 5, 2017  ( 2017-05-05 ). 	The album Everybody was released on vinyl.	1
269	T42	GW2	The Label of Everybody are Def Jam, and Visionary. 	The album Everybody contains exactly 10 tracks.	2
270	T42	GW6	The Length of Everybody are 70 : 56. 	Everybody is over an hour and 10 minutes long.	0
271	T42	GW6	Everybody was Released on May 5, 2017  ( 2017-05-05 ). 	The producers of Everybody worked separately on each track.	1
272	T42	GW6	Everybody was Released on May 5, 2017  ( 2017-05-05 ). 	Everybody was released in late 2017.	2
273	T42	GW1	The Length of Everybody are 70 : 56. 	Everybody has a run time that is over an hour long.	0
274	T42	GW1	Everybody was Released on May 5, 2017  ( 2017-05-05 ). 	Logic produced more on the album Everybody than Deats.	1
275	T42	GW1	Everybody was Released on May 5, 2017  ( 2017-05-05 ). 	Everybody was released in the Fall of 2017.	2
276	T44	GW14	The Label of British Steel are Columbia. 	You can listen to the entire album in less than an hour.	0
277	T44	GW14	The Genre of British Steel are Heavy metal. 	Heavy metal fans from England bought this album.	1
278	T44	GW14	The Label of British Steel are Columbia. 	It took more than a year to record the album.	2
279	T44	GW1	The Released of British Steel are 14 April 1980. 	British Steel was released in the Spring of 1980.	0
280	T44	GW1	The Producer of British Steel are Tom Allom. 	Tom Allom didn't due much as producer of British Steel.	1
281	T44	GW1	The Released of British Steel are 14 April 1980. 	British Steel took over 6 months to record.	2
282	T44	GW0	The Released of British Steel are 14 April 1980. 	British Steel was released in spring of 1980.	0
283	T44	GW0	The Producer of British Steel are Tom Allom. 	British Steel is Tom Allom's only production credit.	1
284	T44	GW0	The Released of British Steel are 14 April 1980. 	British Steel was recorded in the summer of 1980.	2
285	T45	GW1	Jennette McCurdy was Born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S.. 	Jennette McCurdy was born in the Summer of 1992.	0
286	T45	GW1	Jennette McCurdy was Born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S.. 	Jennette McCurdy has lived in California her whole life.	1
287	T45	GW1	The Years active of Jennette McCurdy are 2000-present. 	Jennette McCurdy has been active as a musician since she was 5 years old.	2
288	T45	GW9	The Instruments of Jennette McCurdy are Vocals, guitar, and keyboard. 	Jennette McCurdy plays a couple musical instruments and sings, as well.	0
289	T45	GW9	Jennette McCurdy was Born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S.. 	Jennette McCurdy is primarily focused on acting now.	1
290	T45	GW9	Jennette McCurdy was Born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S.. 	Jennette McCurdy was five years old when she began her musical career.	2
291	T45	GW4	Jennette McCurdy was Born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S.. 	Jennette McCurdy was born on the west coast of the USA.	0
292	T45	GW4	Jennette McCurdy was Born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S.. 	Jennette McCurdy has lived her entire life in California.	1
293	T45	GW4	Jennette McCurdy was Born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S.. 	Jennette McCurdy is known for singing rap music.	2
294	T617	GW3	The Born of Christopher Polhem are 18 December 1661 , Tingstäde, Gotland, Sweden. 	Christopher Polhem was born in Sweden.	0
295	T617	GW3	The Residence of Christopher Polhem are Sweden. 	Christopher Polhem never worked outside Sweden.	1
296	T617	GW3	The Fields of Christopher Polhem are Physics, Mechanics. 	Christopher Polhem worked in the field of biology.	2
297	T617	GW1	The Residence of Christopher Polhem are Sweden. 	Christopher Polhem died in the middle of the 18th century.	0
298	T617	GW1	Christopher Polhem was Died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden. 	Christopher Polhem had more than 2 college degrees.	1
299	T617	GW1	The Born of Christopher Polhem are 18 December 1661 , Tingstäde, Gotland, Sweden. 	Christopher Polhem was born in the summer of 1661.	2
300	T617	GW5	The Residence of Christopher Polhem are Sweden. 	Christopher Polhem resides in Europe.	0
301	T617	GW5	The Fields of Christopher Polhem are Physics, Mechanics. 	Christopher Polhem studied physics at Uppsala University.	1
302	T617	GW5	The Born of Christopher Polhem are 18 December 1661 , Tingstäde, Gotland, Sweden. 	Christopher Polhem resides in the southern hemisphere.	2
303	T617	GW7	The Born of Christopher Polhem are 18 December 1661 , Tingstäde, Gotland, Sweden. 	He was born in 1661	0
304	T617	GW7	Christopher Polhem was Died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden. 	He moved from Sweden	1
305	T617	GW7	The Nationality of Christopher Polhem are Swedish. 	He is still alive	2
306	T49	GW9	Channing Tatum was Born on Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S.. 	Channing Tatum was born in the spring of 1980.	0
307	T49	GW9	The Children of Channing Tatum are 1. 	Channing Tatum has a child on the way.	1
308	T49	GW9	Channing Tatum was Born on Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S.. 	Channing Tatum was born outside of the US.	2
309	T49	GW2	The Occupation of Channing Tatum are Actor. 	Channing Tatum grew up in Alabama.	0
310	T49	GW2	The Spouse(s) of Channing Tatum are Jenna Dewan ( m.  2009;  sep.  2018). 	Channing Tatum has divorced from Jenna Dewan.	1
311	T49	GW2	The Years active of Channing Tatum are 2000 - present. 	Channing Tatum has been acting for more than 30 years.	2
312	T49	GW1	The Years active of Channing Tatum are 2000 - present. 	Channing Tatum has been acting for close to 20 years.	0
313	T49	GW1	The Years active of Channing Tatum are 2000 - present. 	Channing Tatum will have more children.	1
314	T49	GW1	Channing Tatum was Born on Channing Matthew Tatum    ( 1980-04-26 )  April 26, 1980  (age 38)   Cullman, Alabama, U.S.. 	Channing Tatum was born in the Fall of 1980.	2
315	T50	GW6	Jesse Plemons was Born on Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S.. 	Jesse Plemons was born during the spring.	0
316	T50	GW6	Jesse Plemons was Born on Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S.. 	Jesse Plemons started as a comedian when he was ten.	1
317	T50	GW6	The Partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, and engaged). 	Jesse Plemons is engaged to a man.	2
318	T50	GW4	The Partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, and engaged). 	Jesse Plemons is planning to marry Kirsten Dunst.	0
319	T50	GW4	The Years active of Jesse Plemons are 1998 - present. 	Jesse Plemons spent most of their life in Texas.	1
320	T50	GW4	The Years active of Jesse Plemons are 1998 - present. 	Jesse Plemons is over forty years old	2
